receipt_id,receipt_name,line_no,text,ground_truth,is_unrecognizable_ocr,fasttext_v23_pred,fasttext_v23_conf,fasttext_v23_correct,fasttext_v25_pred,fasttext_v25_conf,fasttext_v25_correct,bert_pred,bert_conf,bert_correct
1,04297b86ce515e099dc996d250892cd8.jpg,1,Ipoudo Park; LG,not_food,False,not_food,0.9988,True,not_food,0.9985,True,not_food,0.9748,True
1,04297b86ce515e099dc996d250892cd8.jpg,2,Central,not_food,False,not_food,0.9917,True,not_food,0.9841,True,not_food,0.9732,True
1,04297b86ce515e099dc996d250892cd8.jpg,3,TABLE :,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
1,04297b86ce515e099dc996d250892cd8.jpg,4,14 'POS0O1,not_food,False,not_food,0.9972,True,not_food,0.9978,True,not_food,0.9753,True
1,04297b86ce515e099dc996d250892cd8.jpg,5,OP:,not_food,False,not_food,0.9962,True,not_food,1.0,True,not_food,0.9755,True
1,04297b86ce515e099dc996d250892cd8.jpg,6,16:44,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
1,04297b86ce515e099dc996d250892cd8.jpg,7,Pax: 10 POS Title,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
1,04297b86ce515e099dc996d250892cd8.jpg,8,0OO,not_food,False,not_food,0.9733,True,not_food,0.9242,True,not_food,0.9733,True
1,04297b86ce515e099dc996d250892cd8.jpg,9,Rcpti,not_food,False,not_food,0.9497,True,not_food,0.7827,True,food,0.9649,False
1,04297b86ce515e099dc996d250892cd8.jpg,10,00O,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
1,04297b86ce515e099dc996d250892cd8.jpg,11,Corn Letcn Teppan Tea 'Cold,food,False,not_food,0.9948,False,not_food,0.9906,False,not_food,0.9675,False
1,04297b86ce515e099dc996d250892cd8.jpg,12,OOO,food,False,food,0.9996,True,food,1.0,True,not_food,0.9581,False
1,04297b86ce515e099dc996d250892cd8.jpg,13,Ocha Ucha Cold Hot 'Gyoza Pork,food,False,not_food,0.9797,False,not_food,0.9917,False,not_food,0.9654,False
1,04297b86ce515e099dc996d250892cd8.jpg,14,Pan F Saikoro Rice,food,False,not_food,0.9912,False,not_food,0.9733,False,food,0.9652,True
1,04297b86ce515e099dc996d250892cd8.jpg,15,Sake Salmom 'Motoaj 4 pCS,food,False,not_food,0.9604,False,not_food,0.9173,False,not_food,0.5148,False
1,04297b86ce515e099dc996d250892cd8.jpg,16,Ghi roltaru Tantan Porx Pork,food,False,not_food,0.9777,False,not_food,0.9894,False,food,0.9719,True
1,04297b86ce515e099dc996d250892cd8.jpg,17,"Jelly 'Smoothi ,507,000",food,False,not_food,1.0,False,not_food,1.0,False,not_food,0.9744,False
1,04297b86ce515e099dc996d250892cd8.jpg,18,SUBTOTAL '74,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9747,True
1,04297b86ce515e099dc996d250892cd8.jpg,19,16',not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
1,04297b86ce515e099dc996d250892cd8.jpg,20,Tax,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.975,True
1,04297b86ce515e099dc996d250892cd8.jpg,21,773 'aty :27,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
1,04297b86ce515e099dc996d250892cd8.jpg,22,739,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
1,04297b86ce515e099dc996d250892cd8.jpg,23,ToI AL item ;12 Total,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
1,04297b86ce515e099dc996d250892cd8.jpg,24,"1,775",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
1,04297b86ce515e099dc996d250892cd8.jpg,25,Total,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9744,True
1,04297b86ce515e099dc996d250892cd8.jpg,26,CASH,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9739,True
1,04297b86ce515e099dc996d250892cd8.jpg,27,Change,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9744,True
1,04297b86ce515e099dc996d250892cd8.jpg,28,VGJoaggf Bj7:41,not_food,False,not_food,0.9906,True,not_food,0.9991,True,not_food,0.9728,True
1,04297b86ce515e099dc996d250892cd8.jpg,29,31,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,1,XoKB국민은행,not_food,False,not_food,0.9996,True,not_food,0.9962,True,not_food,0.974,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,2,요청금액,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,3,"*200,0OO원",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,4,저리결과 : 싱싱 저리,not_food,False,not_food,0.9971,True,not_food,0.9995,True,not_food,0.975,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,5,"거대후 신액 *184,418원",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,6,수수묘: *0원,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,7,거래일 시 2026.04.14 14:05,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,8,계심번호 국민 6/801 01-70***3,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,9,거래번호 2497 NKII IA 0166 IC;,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,10,수신 계심 농리 3521064999353,not_food,False,not_food,0.9993,True,not_food,1.0,True,not_food,0.9748,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,11,점 포 명,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9748,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,12,012,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,13,성 명,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9728,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,14,0A N,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,15,고유번 호 : (042497NKIIO2O),not_food,False,not_food,0.9922,True,not_food,0.9993,True,not_food,0.9755,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,16,수 있습니다,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
2,25087fc4c1fee35fda20f103e804303d (1).jpg,17,'형법 (제23 조,not_food,False,not_food,0.9957,True,not_food,0.9784,True,not_food,0.9751,True
3,961d27de21af520ba7beca28a45a1c41.jpg,1,[영 수증 ],not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
3,961d27de21af520ba7beca28a45a1c41.jpg,2,[매장명] 둥집치권 /682-21-01053_,not_food,False,not_food,0.9994,True,not_food,1.0,True,not_food,0.9751,True
3,961d27de21af520ba7beca28a45a1c41.jpg,3,[주 소,not_food,False,not_food,0.7491,True,not_food,0.9969,True,not_food,0.9753,True
3,961d27de21af520ba7beca28a45a1c41.jpg,4,[대표자] 이복히 [TEL] 043-648-6522,not_food,False,not_food,0.9987,True,not_food,1.0,True,not_food,0.9755,True
3,961d27de21af520ba7beca28a45a1c41.jpg,5,[매출일 2026-03-07 15: 56:38,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9747,True
3,961d27de21af520ba7beca28a45a1c41.jpg,6,[영수증 20260307-02-0015,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
3,961d27de21af520ba7beca28a45a1c41.jpg,7,상   품,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9733,True
3,961d27de21af520ba7beca28a45a1c41.jpg,8,단 가   수량,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9749,True
3,961d27de21af520ba7beca28a45a1c41.jpg,9,'강정 ( 순한 ),food,False,not_food,0.7122,False,food,0.8222,True,not_food,0.9625,False
3,961d27de21af520ba7beca28a45a1c41.jpg,10,"22,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
3,961d27de21af520ba7beca28a45a1c41.jpg,11,"22,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
3,961d27de21af520ba7beca28a45a1c41.jpg,12,"2,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
3,961d27de21af520ba7beca28a45a1c41.jpg,13,"2,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
3,961d27de21af520ba7beca28a45a1c41.jpg,14,합 계 금,not_food,False,not_food,0.9344,True,not_food,0.9933,True,not_food,0.9681,True
3,961d27de21af520ba7beca28a45a1c41.jpg,15,"24 ,C",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
3,961d27de21af520ba7beca28a45a1c41.jpg,16,000,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9721,True
3,961d27de21af520ba7beca28a45a1c41.jpg,17,부가세 과세물품가액,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
3,961d27de21af520ba7beca28a45a1c41.jpg,18,"21,819",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
3,961d27de21af520ba7beca28a45a1c41.jpg,19,"2,181",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
3,961d27de21af520ba7beca28a45a1c41.jpg,20,"24,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
3,961d27de21af520ba7beca28a45a1c41.jpg,21,"24,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
3,961d27de21af520ba7beca28a45a1c41.jpg,22,신용 카드,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9742,True
3,961d27de21af520ba7beca28a45a1c41.jpg,23,"24,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
3,961d27de21af520ba7beca28a45a1c41.jpg,24,신,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9685,True
3,961d27de21af520ba7beca28a45a1c41.jpg,25,카드매입사=,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
3,961d27de21af520ba7beca28a45a1c41.jpg,26,'1,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
3,961d27de21af520ba7beca28a45a1c41.jpg,27,카 느 번 호 5387-33**,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
3,961d27de21af520ba7beca28a45a1c41.jpg,28,승 인 금 246000( 일사붉}-617*,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9756,True
3,961d27de21af520ba7beca28a45a1c41.jpg,29,승 승인 /가행점 인 일 시 2026-03-07 85390052 '600533882,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9748,True
3,961d27de21af520ba7beca28a45a1c41.jpg,30,단말기 '번호 13733752 15:56 : 37,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
3,961d27de21af520ba7beca28a45a1c41.jpg,31,NOTICE 무시명기래,not_food,False,not_food,0.9669,True,not_food,0.9855,True,not_food,0.9717,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,1,궁림,food,True,food,0.9099,True,food,0.7311,True,food,0.9505,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,2,소감비삼,food,False,food,0.9649,True,food,0.9969,True,not_food,0.9657,False
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,3,삼접삼,food,True,food,0.9777,True,food,0.9992,True,food,0.978,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,4,"39 , ODO",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9709,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,5,김퇴미개,not_food,True,not_food,0.9073,True,not_food,0.7372,True,food,0.9827,False
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,6,"32,",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,7,000,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9721,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,8,소주,food,False,food,1.0,True,food,1.0,True,food,0.9794,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,9,",00O",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9743,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,10,맥주,food,False,food,1.0,True,food,1.0,True,food,0.9798,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,11,",00O",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9743,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,12,음료수,food,False,food,0.9912,True,food,0.9984,True,food,0.966,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,13,"4,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,14,",000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,15,함계,not_food,False,food,0.9497,False,not_food,0.9994,True,not_food,0.9728,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,16,",000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,17,주은번호,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9749,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,18,"91,C ,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,19,2024 ~04-24,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,20,"'1830,45",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,21,감사합나다,not_food,False,not_food,0.6723,True,not_food,0.539,True,not_food,0.9712,True
4,IMG_a457f11d-941c-4ac3-8355-50f63ecd0599.jpg,22,TIPPING AT RESTAURANT,not_food,False,not_food,1.0,True,not_food,0.9995,True,food,0.8264,False
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,1,299-01-00214 시문시 숨구 소공로 63,not_food,False,not_food,0.9996,True,not_food,1.0,True,not_food,0.9737,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,2,대 { 전 회 현금 02-310-5038 공세),not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.975,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,3,구매 ?010-07-0 13.49 거릿번호:0617 9153,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,4,후통정식제트 실문명,food,False,not_food,0.8312,False,not_food,0.7879,False,not_food,0.9716,False
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,5,"79,0OJ 16,0OO",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9747,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,6,물회 소바,food,False,food,1.0,True,food,1.0,True,food,0.983,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,7,"35,000",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,8,과 세 물 품 가액,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,9,"31,819",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,10,"3,181",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,11,가,not_food,True,not_food,1.0,True,not_food,0.9987,True,not_food,0.8864,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,12,리,not_food,True,not_food,0.867,True,not_food,0.6002,True,food,0.9152,False
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,13,35 0o0,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,14,40 0DO,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9707,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,15,거스품,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9736,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,16,"5,00O",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,17,현금영수증 승인번호 식별언호 [사동발금],not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9746,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,18,010+***1234 170013773,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,19,현금영수증 문의 8126-1-1 캐서N0 : 400**6 마꼬이,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9755,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,20,결제본경 1807020617915300035000 7일내 영수증 '및 '결제가드,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9751,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,21,지집히여 주시기 비립니다 .,not_food,False,not_food,0.9959,True,not_food,0.9953,True,not_food,0.9734,True
5,IMG_c6d1e6c5-971c-49de-a1c8-38afb2554efe.jpg,22,5778,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9754,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,1,"'Shop5 ,",not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9752,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,2,24 George ABN: 93 091 997 634 St North Strathfield NS싸,not_food,False,not_food,0.9986,True,not_food,1.0,True,not_food,0.9754,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,3,TEL 9764 1199 2137,not_food,False,not_food,1.0,True,not_food,1.0,True,not_food,0.9753,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,4,Description UnitPrice aty Amtiount,not_food,False,not_food,0.9434,True,not_food,0.9707,True,not_food,0.9698,True
6,IMG_e0e634d6-eae6-499b-8074-b4cf75776b18.jpg,5,+1 새H,food,False,not_food,0.9996,False,not_food,0.9948,False,not_food,0.975,False
