text,label,source
CJ고메,food,korean_clean
CJ백설올리브유,food,korean_clean
CJ비비고,food,korean_clean
CJ햇반,food,korean_clean
가래떡,food,korean_clean
가리비,food,korean_clean
가자미,food,korean_clean
가지,food,korean_clean
가지볶음,food,korean_clean
간장,food,korean_clean
간장치킨,food,korean_clean
갈매기살,food,korean_clean
갈비,food,korean_clean
갈비찜,food,korean_clean
갈비탕,food,korean_clean
갈치,food,korean_clean
갈치강정,food,korean_clean
갈치구이,food,korean_clean
갈치국,food,korean_clean
갈치국수,food,korean_clean
갈치나물,food,korean_clean
갈치덮밥,food,korean_clean
갈치무침,food,korean_clean
갈치볶음,food,korean_clean
갈치볶음탕,food,korean_clean
갈치전,food,korean_clean
갈치전골,food,korean_clean
갈치조림,food,korean_clean
갈치죽,food,korean_clean
갈치찌개,food,korean_clean
갈치찜,food,korean_clean
갈치탕,food,korean_clean
갈치튀김,food,korean_clean
감,food,korean_clean
감자,food,korean_clean
감자강정,food,korean_clean
감자구이,food,korean_clean
감자국,food,korean_clean
감자국수,food,korean_clean
감자나물,food,korean_clean
감자덮밥,food,korean_clean
감자무침,food,korean_clean
감자볶음,food,korean_clean
감자볶음탕,food,korean_clean
감자옹심이,food,korean_clean
감자전,food,korean_clean
감자전골,food,korean_clean
감자전분,food,korean_clean
감자조림,food,korean_clean
감자죽,food,korean_clean
감자찌개,food,korean_clean
감자찜,food,korean_clean
감자칩,food,korean_clean
감자탕,food,korean_clean
감자튀김,food,korean_clean
감태,food,korean_clean
갓,food,korean_clean
강낭콩,food,korean_clean
개불,food,korean_clean
개피떡,food,korean_clean
거봉,food,korean_clean
검은콩,food,korean_clean
겉절이,food,korean_clean
게토레이,food,korean_clean
겨자,food,korean_clean
계란강정,food,korean_clean
계란구이,food,korean_clean
계란국,food,korean_clean
계란국수,food,korean_clean
계란나물,food,korean_clean
계란덮밥,food,korean_clean
계란말이,food,korean_clean
계란무침,food,korean_clean
계란볶음,food,korean_clean
계란볶음밥,food,korean_clean
계란볶음탕,food,korean_clean
계란빵,food,korean_clean
계란전,food,korean_clean
계란전골,food,korean_clean
계란조림,food,korean_clean
계란죽,food,korean_clean
계란찌개,food,korean_clean
계란찜,food,korean_clean
계란탕,food,korean_clean
계란튀김,food,korean_clean
계란후라이,food,korean_clean
계피,food,korean_clean
고구마,food,korean_clean
고구마강정,food,korean_clean
고구마구이,food,korean_clean
고구마국,food,korean_clean
고구마국수,food,korean_clean
고구마나물,food,korean_clean
고구마덮밥,food,korean_clean
고구마무침,food,korean_clean
고구마볶음,food,korean_clean
고구마볶음탕,food,korean_clean
고구마전,food,korean_clean
고구마전골,food,korean_clean
고구마조림,food,korean_clean
고구마죽,food,korean_clean
고구마찌개,food,korean_clean
고구마찜,food,korean_clean
고구마탕,food,korean_clean
고구마튀김,food,korean_clean
