receipt_image,text,predicted_label,confidence
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,17000,not_food,0.948
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,Te1:05.46.27.02.12,not_food,0.9552
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,DESCRIPTION,not_food,0.9548
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,QTE,not_food,0.8702
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,*4X100GDESS.PANACHE,not_food,0.8787
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,1.34€,not_food,0.9583
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,3.26€,not_food,0.9575
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,2x,not_food,0.9486
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,2.20,not_food,0.9576
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,4.40€,not_food,0.9584
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,4 ARTICLE(S),not_food,0.9411
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,9.00€,not_food,0.9574
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,CB EMV SANS CONTACT,not_food,0.8931
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,EUR,not_food,0.9185
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,9.00€,not_food,0.9574
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,0005.,not_food,0.9568
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,002,not_food,0.9557
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,000164,not_food,0.9562
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,01/03/2017,not_food,0.9343
receipt_image_309_jpg.rf.LBG1J6bHp1qUJEPtv3yM.jpg,11:47:32,not_food,0.9583
receipt_image_515_jpg.rf.7NJsbOzaWFccmyeKUO98.jpg,20C081E,not_food,0.948
receipt_image_515_jpg.rf.7NJsbOzaWFccmyeKUO98.jpg,(81109-A),not_food,0.9496
receipt_image_515_jpg.rf.7NJsbOzaWFccmyeKUO98.jpg,NO 290. JALAN AIR PANAS.,not_food,0.923
receipt_image_515_jpg.rf.7NJsbOzaWFccmyeKUO98.jpg,TEL:03-40210276,not_food,0.9542
